0 1 1.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000
1 2 1.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000
2 3 1.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000
3 4 0.00000 1.00000 1.57080 0.000500000 0.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000
4 5 1.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000
5 6 1.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000
6 7 1.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000
7 8 -1.00000 -0.00000 -3.14159 0.000500000 0.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000
8 9 1.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000
9 10 1.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000
10 11 1.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000
11 12 -1.00000 0.00000 3.14159 0.000500000 0.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000
12 13 1.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000
13 14 1.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000
14 15 1.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000
15 16 0.00000 -1.00000 -1.57080 0.000500000 0.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000
16 17 1.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000
17 18 1.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000
18 19 1.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000
19 20 0.00000 -1.00000 -1.57080 0.000500000 0.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000
20 21 1.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000
21 22 1.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000
22 23 1.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000
23 24 -1.00000 0.00000 3.14159 0.000500000 0.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000
24 25 1.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000
25 26 1.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000
26 27 1.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000
27 28 0.00000 1.00000 1.57080 0.000500000 0.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000
28 29 1.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000
29 30 1.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000
30 31 1.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000
31 32 0.00000 -1.00000 -1.57080 0.000500000 0.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000
32 33 1.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000
33 34 1.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000
34 35 1.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000
35 36 0.00000 1.00000 1.57080 0.000500000 0.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000
36 37 1.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000
37 38 1.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000
38 39 1.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000
39 40 0.00000 1.00000 -4.71239 0.000500000 0.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000
40 41 1.00000 -0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000
41 42 1.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000
42 43 1.00000 -0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000
43 44 1.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000
44 45 1.00000 -0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000
45 46 1.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000
46 47 1.00000 -0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000
47 48 -1.00000 0.00000 3.14159 0.000500000 0.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000
48 49 1.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000
49 50 1.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000
50 51 1.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000
51 52 0.00000 -1.00000 -1.57080 0.000500000 0.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000
52 53 1.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000
53 54 1.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000
54 55 1.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000
55 56 0.00000 -1.00000 -1.57080 0.000500000 0.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000
56 57 1.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000
57 58 1.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000
58 59 1.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000
59 60 -0.00000 -1.00000 4.71239 0.000500000 0.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000
60 61 1.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000
61 62 1.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000
62 63 1.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000
63 64 0.00000 -1.00000 -1.57080 0.000500000 0.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000
64 65 1.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000
65 66 1.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000
66 67 1.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000
67 68 -1.00000 0.00000 -3.14159 0.000500000 0.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000
68 69 1.00000 -0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000
69 70 1.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000
70 71 1.00000 -0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000
71 72 -0.00000 -1.00000 4.71239 0.000500000 0.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000
72 73 1.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000
73 74 1.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000 0.00000 0.00000 0.00000 0.000500000
