0	0	0	0	0	0	0.007468	
0	0	0	0	0	0	0.004963	
0	0	0	0	0	0	0.005827	
0	0	0	0	0	0	0.004736	
0	0	0	0	0	0	0.004688	
0	0	0	0	0	0	0.003989	
0	0	0	0	0	0	0.003829	
0	0	0	0	0	0	0.004161	
0	0	0	0	0	0	0.005818	
0	0	0	0	0	0	0.004981	
0	0	0	0	0	0	0.006102	
0	0	0	0	0	0	0.005221	
0	0	0	0	0	0	0.00495	
0	0	0	0	0	0	0.005289	
0	0	0	0	0	0	0.005506	
0	0	0	0	0	0	0.005699	
0	0	0	0	0	0	0.00675	
0	0	0	0	0	0	0.00458	
0	0	0	0	0	0	0.003907	
0	0	0	0	0	0	0.021047	
0	0	0	0	0	0	0.003966	
0	0	0	0	0	0	0.018992	
0	0	0	0	0	0	0.004376	
0	0	0	0	0	0	0.003803	
0	0	0	0	0	0	0.004308	
0	0	0	0	0	0	0.003917	
0	0	0	0	0	0	0.004136	
0	0	0	0	0	0	0.004345	
0	0	0	0	0	0	0.004301	
0	0	0	0	0	0	0.004466	
0	0	0	0	0	0	0.01072	
0	0	0	0	0	0	0.009383	
0	0	0	0	0	0	0.015078	
0	0	0	0	0	0	0.010376	
0	0	0	0	0	0	0.008899	
0	0	0	0	0	0	0.014258	
0	0	0	0	0	0	0.010069	
0	0	0	0	0	0	0.013417	
0	0	0	0	0	0	0.00988	
0	0	0	0	0	0	0.010881	
0	0	0	0	0	0	0.010995	
0	0	0	0	0	0	0.01288	
0	0	0	0	0	0	0.009969	
0	0	0	0	0	0	0.011037	
0	0	0	0	0	0	0.010153	
0	0	0	0	0	0	0.011916	
0	0	0	0	0	0	0.013313	
0	0	0	0	0	0	0.010379	
0	0	0	0	0	0	0.010313	
0	0	0	0	0	1043	87.8803	
0	0	0	0	0	1679	142.689	
0	5	2	0	0	1738	176.23	
0	5	2	1	0	2018	160.531	
1	7	4	1	0	2234	167.698	
2	8	5	1	0	2353	155.811	
0	4	1	1	0	2510	156.034	
4	10	7	1	0	2672	156.864	
1	4	4	1	0	2793	163.964	
0	4	2	1	0	2954	140.92	
6	12	9	0	0	3159	140.818	
8	14	11	1	0	3376	155.195	
9	15	12	1	0	3559	153.931	
9	15	12	1	0	3686	139.736	
11	17	14	1	0	3835	151.644	
11	17	14	1	0	4032	161.633	
13	19	16	1	0	4193	155.387	
13	19	16	1	0	4397	163.558	
14	20	17	1	0	4688	161.413	
15	21	18	1	0	4974	172.243	
17	23	20	1	0	5126	163.406	
18	24	21	1	0	5223	168.616	
19	25	22	1	0	5419	160.66	
18	24	21	1	0	5555	160.808	
13	19	16	1	0	5708	159.721	
15	21	18	1	0	5885	136.125	
14	20	17	1	0	6039	164.478	
20	20	20	1	0	6168	154.59	
20	23	22	1	0	6215	151.124	
26	32	29	0	0	6398	171.105	
27	33	30	1	0	6575	167.35	
27	33	30	1	0	6708	168.817	
28	34	31	1	0	6901	167.42	
19	25	22	0	0	7164	200.034	
7	13	10	0	0	7294	189.533	
31	37	34	0	0	7364	198.92	
33	39	36	1	0	7532	203.061	
0	5	2	0	0	7724	200.68	
0	4	1	1	0	7927	209.506	
4	10	7	1	0	8135	199.379	
34	40	37	0	0	8403	209.512	
38	44	41	1	0	8620	195.868	
38	44	41	1	0	8800	199.683	
40	46	43	1	0	8992	217.853	
41	47	44	1	0	9194	217.556	
13	19	16	0	0	9360	218.994	
15	21	18	1	0	9670	213.372	
21	27	24	1	0	9968	224.511	
21	27	24	1	0	10132	231.571	
21	27	24	1	0	10254	235.735	
42	48	45	0	0	10448	233.403	
36	42	39	1	0	10543	216.773	
15	21	18	0	0	10665	221.146	
21	27	24	1	0	10885	230.567	
21	27	24	1	0	11157	229.151	
52	58	55	0	0	11440	228.055	
5	11	8	0	0	11644	238.961	
5	11	8	1	0	11780	234.042	
5	11	8	1	0	11825	240.023	
21	27	24	0	0	11861	232.883	
21	27	24	1	0	12047	238.39	
21	27	24	1	0	12304	244.04	
21	27	24	1	0	12562	225.182	
15	21	18	1	0	12925	236.804	
21	26	24	1	0	13041	250.995	
17	23	20	1	0	13062	259.922	
63	69	66	0	0	13203	251.139	
64	70	67	1	0	13270	278.591	
65	71	68	1	0	13225	238.15	
65	71	68	1	0	13380	242.713	
65	71	68	1	0	13573	246.823	
68	74	71	1	0	13721	220.97	
65	71	68	1	0	13904	221.421	
64	70	67	1	0	14262	237.294	
66	72	69	1	0	14350	204.964	
72	78	75	1	0	14480	250.68	
73	79	76	1	0	14457	201.783	
74	80	77	1	0	14397	214.933	
69	75	72	1	0	14667	242.315	
42	48	45	0	0	14623	249.413	
24	30	27	0	0	14702	232.03	
24	30	27	1	0	14874	230.211	
27	33	30	1	0	15048	241.923	
22	28	25	1	0	15176	253.791	
21	27	24	1	0	15366	244.417	
67	73	70	0	0	15509	256.104	
66	72	69	1	0	15632	251.879	
83	89	86	0	0	15740	247.44	
85	91	88	1	0	15874	247.67	
85	91	88	1	0	16062	253.23	
86	92	89	1	0	16245	250.562	
88	94	91	1	0	16366	246.368	
89	95	92	1	0	16438	247.121	
66	72	69	0	0	16541	249.602	
66	72	69	1	0	16746	249.797	
45	51	48	0	0	16907	258.085	
62	68	65	0	0	17087	261.566	
55	61	58	0	0	17293	252.248	
57	63	60	1	0	17480	272.491	
63	69	66	1	0	17667	299.993	
64	70	67	1	0	17820	312.719	
32	38	35	0	0	17998	324.42	
34	37	37	1	0	18171	247.485	
36	42	39	1	0	18375	261.704	
35	41	38	1	0	18558	259.109	
37	43	40	1	0	18702	252.653	
0	4	1	0	0	18855	257.55	
4	10	7	1	0	19080	256.683	
0	5	2	1	0	19269	271.373	
5	11	8	1	0	19471	262.792	
0	5	2	1	0	19665	263.167	
32	38	35	0	0	19766	251.517	
32	38	35	1	0	19832	254.956	
32	38	35	1	0	19997	252.826	
28	34	31	1	0	20152	259.891	
34	40	37	1	0	20339	253.119	
50	56	53	0	0	20506	257.77	
17	23	20	0	0	20696	260.999	
22	28	25	1	0	20857	261.936	
42	45	42	0	0	20880	250.405	
66	72	69	0	0	21068	253.663	
72	78	75	1	0	21323	254.852	
27	33	30	0	0	21601	270.364	
4	10	7	0	0	21884	277.189	
36	42	39	0	0	22094	265.834	
26	32	29	0	0	22287	261.617	
0	5	2	0	0	22415	264.761	
113	119	116	0	0	22567	261.707	
116	122	119	1	0	22752	270.546	
96	102	99	0	0	22886	262.478	
92	98	95	1	0	23028	262.047	
42	48	45	0	0	23148	260.719	
48	54	51	1	0	23319	264.674	
24	30	27	0	0	23469	250.225	
27	33	30	1	0	23666	260.093	
30	33	33	1	0	23775	263.88	
115	121	118	0	0	23696	264.589	
134	140	137	0	0	23732	257.285	
132	138	135	1	0	23897	259.154	
102	108	105	0	0	24071	266.17	
102	107	105	1	0	24241	265.479	
132	138	135	0	0	24450	264.616	
134	140	137	1	0	24641	251.275	
11	17	14	0	0	24787	250.038	
126	132	129	0	0	24969	258.905	
48	54	51	0	0	25103	255.188	
26	32	29	0	0	25203	237.9	
4	10	7	0	0	25265	247.272	
8	14	11	1	0	25410	256.702	
55	60	58	0	0	25657	258.628	
60	66	63	1	0	25900	251.553	
93	99	96	0	0	26094	261.491	
30	36	33	0	0	26291	251.757	
98	104	101	0	0	26345	266.119	
91	97	94	0	0	26402	258.243	
52	58	55	0	0	26517	266.938	
47	53	50	1	0	26632	260.369	
44	50	47	1	0	26839	271.927	
36	42	39	0	0	26989	267.979	
47	53	50	0	0	27082	267.428	
95	101	98	0	0	27241	265.958	
113	119	116	0	0	27361	266.092	
113	119	116	1	0	27448	273.307	
98	104	101	0	0	27618	274.215	
96	102	99	1	0	27697	274.256	
77	83	80	0	0	27725	249.193	
98	104	101	0	0	27840	264.468	
98	104	101	1	0	28075	248.149	
98	104	101	1	0	28202	264.664	
73	79	76	0	0	28375	257.861	
76	82	79	1	0	28559	267.918	
76	82	79	1	0	28728	268.076	
72	78	75	1	0	28890	284.301	
69	75	72	1	0	29004	277.169	
43	49	46	0	0	29109	274.731	
43	49	46	1	0	29187	253.639	
165	171	168	0	0	29179	265.751	
159	165	162	1	0	29232	263.32	
175	181	178	0	0	29318	266.622	
176	182	179	1	0	29364	266.393	
176	182	179	1	0	29507	266.045	
178	184	181	1	0	29668	257.348	
103	109	106	0	0	29833	241.079	
151	157	154	0	0	30043	272.705	
0	5	2	0	0	30199	257.351	
169	175	172	0	0	30198	262.225	
183	189	186	0	0	30290	249.032	
89	95	92	0	0	30355	255.615	
160	164	161	0	0	30449	257.873	
61	67	64	0	0	30666	258.295	
57	63	60	1	0	30890	245.076	
138	144	141	0	0	31116	258.424	
160	166	163	0	0	31268	239.95	
156	162	159	1	0	31400	255.89	
189	195	192	0	0	31433	246.541	
147	153	150	0	0	31489	251.191	
193	199	196	0	0	31646	250.946	
162	168	165	0	0	31896	262.434	
35	41	38	0	0	32201	266.545	
31	37	34	1	0	32431	265.201	
32	35	35	1	0	32604	254.325	
86	92	89	0	0	32838	278.804	
85	91	88	1	0	32959	282.256	
64	70	67	0	0	33049	260.092	
200	206	203	0	0	33160	264.708	
197	200	199	1	0	33257	267.283	
152	158	155	0	0	33405	272.4	
61	67	64	0	0	33587	258.214	
194	200	197	0	0	33782	282.233	
194	200	197	1	0	33938	274.537	
8	14	11	0	0	34219	285.401	
131	137	134	0	0	34465	262.337	
34	40	37	0	0	34740	261.911	
30	36	33	1	0	34900	265.734	
109	115	112	0	0	35042	289.955	
134	140	137	0	0	35241	273.678	
131	137	134	1	0	35332	261.277	
164	170	167	0	0	35401	279.026	
165	171	168	1	0	35569	269.317	
160	166	163	1	0	35729	284.933	
185	191	188	0	0	35939	285.967	
181	187	184	1	0	36192	285.676	
173	179	176	0	0	36486	294.31	
101	105	102	0	0	36722	283.917	
220	226	223	0	0	36895	282.737	
222	228	225	1	0	36969	267.536	
217	222	220	1	0	37058	280.439	
72	78	75	0	0	37149	275.124	
72	78	75	1	0	37185	280.982	
28	34	31	0	0	37278	262.43	
33	39	36	1	0	37441	259.686	
207	213	210	0	0	37590	261.724	
10	13	13	0	0	37704	259.792	
216	222	219	0	0	37772	255.672	
200	203	203	0	0	37868	258.438	
23	29	26	0	0	38015	265.452	
216	222	219	0	0	38325	250.371	
169	175	172	0	0	38570	251.679	
165	171	168	1	0	38660	240.871	
225	231	228	0	0	38730	241.244	
231	237	234	1	0	38919	259.111	
0	4	1	0	0	39180	268.007	
87	93	90	0	0	39335	276.245	
161	167	164	0	0	39563	276.654	
105	111	108	0	0	39775	274.44	
160	166	163	0	0	39888	282.916	
163	169	166	1	0	39991	279.59	
244	250	247	0	0	40143	295.345	
244	250	247	1	0	40328	272.135	
244	250	247	1	0	40478	271.907	
246	252	249	1	0	40699	276.18	
2	8	5	0	0	40913	271.191	
144	150	147	0	0	41119	269.626	
111	117	114	0	0	41339	272.47	
162	168	165	0	0	41628	288.327	
161	167	164	1	0	41882	277.309	
156	162	159	1	0	41972	272.708	
20	26	23	0	0	42093	279.053	
33	39	36	0	0	42416	296.739	
133	139	136	0	0	42692	278.825	
207	213	210	0	0	42839	275.407	
55	61	58	0	0	42925	279.074	
182	188	185	0	0	43152	277.891	
183	189	186	1	0	43470	290.92	
117	123	120	0	0	43718	280.069	
116	122	119	1	0	43906	278.308	
235	241	238	0	0	43994	252.215	
140	146	143	0	0	44106	253.329	
